,PARAMETER,YEAR,MONTH,Surface Pressure (kPa),DATE,PARAMETER,YEAR,MONTH,Dew/Frost Point at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Precipitation Corrected (mm/day),DATE,PARAMETER,YEAR,MONTH, Precipitation Corrected Sum (mm),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 2 Meters (m/s),DATE,PARAMETER,YEAR,MONTH,Relative Humidity at 2 Meters (%),DATE,PARAMETER,YEAR,MONTH,Specific Humidity at 2 Meters (g/kg),DATE,PARAMETER,YEAR,MONTH,Temperature at 2 Meters (C),DATE,PARAMETER,YEAR,MONTH,Wind Speed at 10 Meters (m/s),DATE
184,PS,2005,MAY,98.56,5/1/2005,T2MDEW,2005,MAY,20.44,5/1/2005,PRECTOTCORR,2005,MAY,0,5/1/2005,PRECTOTCORR_SUM,2005,MAY,42.19,5/1/2005,WS2M,2005,MAY,2.13,5/1/2005,RH2M,2005,MAY,55.06,5/1/2005,QV2M,2005,MAY,15.38,5/1/2005,T2M,2005,MAY,31.49,5/1/2005,WS10M,2005,MAY,3.02,5/1/2005
185,PS,2005,JUN,98.71,6/1/2005,T2MDEW,2005,JUN,22.36,6/1/2005,PRECTOTCORR,2005,JUN,5.27,6/1/2005,PRECTOTCORR_SUM,2005,JUN,131.84,6/1/2005,WS2M,2005,JUN,1.99,6/1/2005,RH2M,2005,JUN,70.25,6/1/2005,QV2M,2005,JUN,17.21,6/1/2005,T2M,2005,JUN,28.81,6/1/2005,WS10M,2005,JUN,2.95,6/1/2005
186,PS,2005,JUL,98.87,7/1/2005,T2MDEW,2005,JUL,22.77,7/1/2005,PRECTOTCORR,2005,JUL,5.27,7/1/2005,PRECTOTCORR_SUM,2005,JUL,232.03,7/1/2005,WS2M,2005,JUL,1.59,7/1/2005,RH2M,2005,JUL,79.44,7/1/2005,QV2M,2005,JUL,17.64,7/1/2005,T2M,2005,JUL,26.94,7/1/2005,WS10M,2005,JUL,2.47,7/1/2005
187,PS,2005,AUG,98.8,8/1/2005,T2MDEW,2005,AUG,23.1,8/1/2005,PRECTOTCORR,2005,AUG,5.27,8/1/2005,PRECTOTCORR_SUM,2005,AUG,184.57,8/1/2005,WS2M,2005,AUG,1.46,8/1/2005,RH2M,2005,AUG,83,8/1/2005,QV2M,2005,AUG,18.01,8/1/2005,T2M,2005,AUG,26.4,8/1/2005,WS10M,2005,AUG,2.33,8/1/2005
188,PS,2005,SEP,98.78,9/1/2005,T2MDEW,2005,SEP,23.17,9/1/2005,PRECTOTCORR,2005,SEP,5.27,9/1/2005,PRECTOTCORR_SUM,2005,SEP,147.66,9/1/2005,WS2M,2005,SEP,1.2,9/1/2005,RH2M,2005,SEP,79.75,9/1/2005,QV2M,2005,SEP,18.07,9/1/2005,T2M,2005,SEP,27.25,9/1/2005,WS10M,2005,SEP,2.02,9/1/2005
189,PS,2005,OCT,98.75,10/1/2005,T2MDEW,2005,OCT,20.18,10/1/2005,PRECTOTCORR,2005,OCT,0,10/1/2005,PRECTOTCORR_SUM,2005,OCT,31.64,10/1/2005,WS2M,2005,OCT,1.36,10/1/2005,RH2M,2005,OCT,68.19,10/1/2005,QV2M,2005,OCT,15.32,10/1/2005,T2M,2005,OCT,27.43,10/1/2005,WS10M,2005,OCT,2.2,10/1/2005
190,PS,2005,NOV,98.67,11/1/2005,T2MDEW,2005,NOV,10.73,11/1/2005,PRECTOTCORR,2005,NOV,0,11/1/2005,PRECTOTCORR_SUM,2005,NOV,0,11/1/2005,WS2M,2005,NOV,1.59,11/1/2005,RH2M,2005,NOV,41.69,11/1/2005,QV2M,2005,NOV,8.42,11/1/2005,T2M,2005,NOV,26.33,11/1/2005,WS10M,2005,NOV,2.55,11/1/2005
191,PS,2005,DEC,98.62,12/1/2005,T2MDEW,2005,DEC,6.37,12/1/2005,PRECTOTCORR,2005,DEC,0,12/1/2005,PRECTOTCORR_SUM,2005,DEC,0,12/1/2005,WS2M,2005,DEC,2.02,12/1/2005,RH2M,2005,DEC,32.19,12/1/2005,QV2M,2005,DEC,6.16,12/1/2005,T2M,2005,DEC,25.61,12/1/2005,WS10M,2005,DEC,3.2,12/1/2005
192,PS,2006,JAN,98.54,1/1/2006,T2MDEW,2006,JAN,5.29,1/1/2006,PRECTOTCORR,2006,JAN,0,1/1/2006,PRECTOTCORR_SUM,2006,JAN,0,1/1/2006,WS2M,2006,JAN,1.98,1/1/2006,RH2M,2006,JAN,26.94,1/1/2006,QV2M,2006,JAN,5.86,1/1/2006,T2M,2006,JAN,27.58,1/1/2006,WS10M,2006,JAN,3.05,1/1/2006
193,PS,2006,FEB,98.47,2/1/2006,T2MDEW,2006,FEB,3.38,2/1/2006,PRECTOTCORR,2006,FEB,0,2/1/2006,PRECTOTCORR_SUM,2006,FEB,0,2/1/2006,WS2M,2006,FEB,2.24,2/1/2006,RH2M,2006,FEB,20.25,2/1/2006,QV2M,2006,FEB,5.19,2/1/2006,T2M,2006,FEB,30.01,2/1/2006,WS10M,2006,FEB,3.34,2/1/2006
194,PS,2006,MAR,98.49,3/1/2006,T2MDEW,2006,MAR,3.27,3/1/2006,PRECTOTCORR,2006,MAR,0,3/1/2006,PRECTOTCORR_SUM,2006,MAR,0,3/1/2006,WS2M,2006,MAR,1.9,3/1/2006,RH2M,2006,MAR,19.38,3/1/2006,QV2M,2006,MAR,5.43,3/1/2006,T2M,2006,MAR,31.55,3/1/2006,WS10M,2006,MAR,2.81,3/1/2006
195,PS,2006,APR,98.36,4/1/2006,T2MDEW,2006,APR,8.4,4/1/2006,PRECTOTCORR,2006,APR,0,4/1/2006,PRECTOTCORR_SUM,2006,APR,10.55,4/1/2006,WS2M,2006,APR,2.18,4/1/2006,RH2M,2006,APR,27.88,4/1/2006,QV2M,2006,APR,8.24,4/1/2006,T2M,2006,APR,32.4,4/1/2006,WS10M,2006,APR,3.17,4/1/2006
196,PS,2006,MAY,98.6,5/1/2006,T2MDEW,2006,MAY,20.73,5/1/2006,PRECTOTCORR,2006,MAY,0,5/1/2006,PRECTOTCORR_SUM,2006,MAY,58.01,5/1/2006,WS2M,2006,MAY,2.38,5/1/2006,RH2M,2006,MAY,57.75,5/1/2006,QV2M,2006,MAY,15.69,5/1/2006,T2M,2006,MAY,31.06,5/1/2006,WS10M,2006,MAY,3.34,5/1/2006
197,PS,2006,JUN,98.7,6/1/2006,T2MDEW,2006,JUN,21.44,6/1/2006,PRECTOTCORR,2006,JUN,0,6/1/2006,PRECTOTCORR_SUM,2006,JUN,58.01,6/1/2006,WS2M,2006,JUN,2.16,6/1/2006,RH2M,2006,JUN,63.44,6/1/2006,QV2M,2006,JUN,16.3,6/1/2006,T2M,2006,JUN,29.8,6/1/2006,WS10M,2006,JUN,3.16,6/1/2006
198,PS,2006,JUL,98.8,7/1/2006,T2MDEW,2006,JUL,22.27,7/1/2006,PRECTOTCORR,2006,JUL,5.27,7/1/2006,PRECTOTCORR_SUM,2006,JUL,200.39,7/1/2006,WS2M,2006,JUL,1.78,7/1/2006,RH2M,2006,JUL,72.25,7/1/2006,QV2M,2006,JUL,17.15,7/1/2006,T2M,2006,JUL,28.3,7/1/2006,WS10M,2006,JUL,2.72,7/1/2006
199,PS,2006,AUG,98.78,8/1/2006,T2MDEW,2006,AUG,23.11,8/1/2006,PRECTOTCORR,2006,AUG,10.55,8/1/2006,PRECTOTCORR_SUM,2006,AUG,253.12,8/1/2006,WS2M,2006,AUG,1.29,8/1/2006,RH2M,2006,AUG,84.56,8/1/2006,QV2M,2006,AUG,18.01,8/1/2006,T2M,2006,AUG,26.08,8/1/2006,WS10M,2006,AUG,2.1,8/1/2006
200,PS,2006,SEP,98.82,9/1/2006,T2MDEW,2006,SEP,23.01,9/1/2006,PRECTOTCORR,2006,SEP,5.27,9/1/2006,PRECTOTCORR_SUM,2006,SEP,195.12,9/1/2006,WS2M,2006,SEP,1.27,9/1/2006,RH2M,2006,SEP,83.5,9/1/2006,QV2M,2006,SEP,17.88,9/1/2006,T2M,2006,SEP,26.21,9/1/2006,WS10M,2006,SEP,2.11,9/1/2006
201,PS,2006,OCT,98.67,10/1/2006,T2MDEW,2006,OCT,22.27,10/1/2006,PRECTOTCORR,2006,OCT,0,10/1/2006,PRECTOTCORR_SUM,2006,OCT,63.28,10/1/2006,WS2M,2006,OCT,1.2,10/1/2006,RH2M,2006,OCT,74.62,10/1/2006,QV2M,2006,OCT,17.21,10/1/2006,T2M,2006,OCT,27.68,10/1/2006,WS10M,2006,OCT,1.98,10/1/2006
202,PS,2006,NOV,98.75,11/1/2006,T2MDEW,2006,NOV,11.08,11/1/2006,PRECTOTCORR,2006,NOV,0,11/1/2006,PRECTOTCORR_SUM,2006,NOV,0,11/1/2006,WS2M,2006,NOV,1.74,11/1/2006,RH2M,2006,NOV,45.75,11/1/2006,QV2M,2006,NOV,8.61,11/1/2006,T2M,2006,NOV,24.82,11/1/2006,WS10M,2006,NOV,2.77,11/1/2006
203,PS,2006,DEC,98.92,12/1/2006,T2MDEW,2006,DEC,5.48,12/1/2006,PRECTOTCORR,2006,DEC,0,12/1/2006,PRECTOTCORR_SUM,2006,DEC,0,12/1/2006,WS2M,2006,DEC,2.09,12/1/2006,RH2M,2006,DEC,38.06,12/1/2006,QV2M,2006,DEC,5.86,12/1/2006,T2M,2006,DEC,21.96,12/1/2006,WS10M,2006,DEC,3.4,12/1/2006
204,PS,2007,JAN,98.96,1/1/2007,T2MDEW,2007,JAN,2.25,1/1/2007,PRECTOTCORR,2007,JAN,0,1/1/2007,PRECTOTCORR_SUM,2007,JAN,0,1/1/2007,WS2M,2007,JAN,2.66,1/1/2007,RH2M,2007,JAN,30.69,1/1/2007,QV2M,2007,JAN,4.58,1/1/2007,T2M,2007,JAN,21.52,1/1/2007,WS10M,2007,JAN,4.08,1/1/2007
205,PS,2007,FEB,98.67,2/1/2007,T2MDEW,2007,FEB,0.8,2/1/2007,PRECTOTCORR,2007,FEB,0,2/1/2007,PRECTOTCORR_SUM,2007,FEB,0,2/1/2007,WS2M,2007,FEB,2.34,2/1/2007,RH2M,2007,FEB,20.75,2/1/2007,QV2M,2007,FEB,4.39,2/1/2007,T2M,2007,FEB,26.94,2/1/2007,WS10M,2007,FEB,3.52,2/1/2007
206,PS,2007,MAR,98.47,3/1/2007,T2MDEW,2007,MAR,3.26,3/1/2007,PRECTOTCORR,2007,MAR,0,3/1/2007,PRECTOTCORR_SUM,2007,MAR,0,3/1/2007,WS2M,2007,MAR,2.41,3/1/2007,RH2M,2007,MAR,21.25,3/1/2007,QV2M,2007,MAR,5.86,3/1/2007,T2M,2007,MAR,30.35,3/1/2007,WS10M,2007,MAR,3.52,3/1/2007
207,PS,2007,APR,98.37,4/1/2007,T2MDEW,2007,APR,19.37,4/1/2007,PRECTOTCORR,2007,APR,0,4/1/2007,PRECTOTCORR_SUM,2007,APR,21.09,4/1/2007,WS2M,2007,APR,2.53,4/1/2007,RH2M,2007,APR,49.75,4/1/2007,QV2M,2007,APR,14.65,4/1/2007,T2M,2007,APR,32.51,4/1/2007,WS10M,2007,APR,3.51,4/1/2007
208,PS,2007,MAY,98.54,5/1/2007,T2MDEW,2007,MAY,22.32,5/1/2007,PRECTOTCORR,2007,MAY,5.27,5/1/2007,PRECTOTCORR_SUM,2007,MAY,89.65,5/1/2007,WS2M,2007,MAY,2.19,5/1/2007,RH2M,2007,MAY,63.31,5/1/2007,QV2M,2007,MAY,17.21,5/1/2007,T2M,2007,MAY,30.77,5/1/2007,WS10M,2007,MAY,3.1,5/1/2007
209,PS,2007,JUN,98.73,6/1/2007,T2MDEW,2007,JUN,22.57,6/1/2007,PRECTOTCORR,2007,JUN,5.27,6/1/2007,PRECTOTCORR_SUM,2007,JUN,142.38,6/1/2007,WS2M,2007,JUN,2.19,6/1/2007,RH2M,2007,JUN,74.06,6/1/2007,QV2M,2007,JUN,17.46,6/1/2007,T2M,2007,JUN,28.06,6/1/2007,WS10M,2007,JUN,3.23,6/1/2007
210,PS,2007,JUL,98.78,7/1/2007,T2MDEW,2007,JUL,22.26,7/1/2007,PRECTOTCORR,2007,JUL,5.27,7/1/2007,PRECTOTCORR_SUM,2007,JUL,179.3,7/1/2007,WS2M,2007,JUL,1.82,7/1/2007,RH2M,2007,JUL,75.94,7/1/2007,QV2M,2007,JUL,17.09,7/1/2007,T2M,2007,JUL,27.26,7/1/2007,WS10M,2007,JUL,2.79,7/1/2007
211,PS,2007,AUG,98.74,8/1/2007,T2MDEW,2007,AUG,22.92,8/1/2007,PRECTOTCORR,2007,AUG,10.55,8/1/2007,PRECTOTCORR_SUM,2007,AUG,337.5,8/1/2007,WS2M,2007,AUG,1.49,8/1/2007,RH2M,2007,AUG,84.88,8/1/2007,QV2M,2007,AUG,17.82,8/1/2007,T2M,2007,AUG,25.8,8/1/2007,WS10M,2007,AUG,2.39,8/1/2007
212,PS,2007,SEP,98.82,9/1/2007,T2MDEW,2007,SEP,23.05,9/1/2007,PRECTOTCORR,2007,SEP,5.27,9/1/2007,PRECTOTCORR_SUM,2007,SEP,110.74,9/1/2007,WS2M,2007,SEP,1.2,9/1/2007,RH2M,2007,SEP,81.88,9/1/2007,QV2M,2007,SEP,17.94,9/1/2007,T2M,2007,SEP,26.6,9/1/2007,WS10M,2007,SEP,1.98,9/1/2007
213,PS,2007,OCT,98.68,10/1/2007,T2MDEW,2007,OCT,21.72,10/1/2007,PRECTOTCORR,2007,OCT,0,10/1/2007,PRECTOTCORR_SUM,2007,OCT,5.27,10/1/2007,WS2M,2007,OCT,1.19,10/1/2007,RH2M,2007,OCT,73.88,10/1/2007,QV2M,2007,OCT,16.6,10/1/2007,T2M,2007,OCT,27.29,10/1/2007,WS10M,2007,OCT,2,10/1/2007
214,PS,2007,NOV,98.64,11/1/2007,T2MDEW,2007,NOV,15.01,11/1/2007,PRECTOTCORR,2007,NOV,0,11/1/2007,PRECTOTCORR_SUM,2007,NOV,0,11/1/2007,WS2M,2007,NOV,1.39,11/1/2007,RH2M,2007,NOV,52.81,11/1/2007,QV2M,2007,NOV,10.99,11/1/2007,T2M,2007,NOV,26.48,11/1/2007,WS10M,2007,NOV,2.2,11/1/2007
215,PS,2007,DEC,98.75,12/1/2007,T2MDEW,2007,DEC,8.94,12/1/2007,PRECTOTCORR,2007,DEC,0,12/1/2007,PRECTOTCORR_SUM,2007,DEC,0,12/1/2007,WS2M,2007,DEC,1.84,12/1/2007,RH2M,2007,DEC,41.94,12/1/2007,QV2M,2007,DEC,7.51,12/1/2007,T2M,2007,DEC,24.14,12/1/2007,WS10M,2007,DEC,2.92,12/1/2007
216,PS,2008,JAN,98.85,1/1/2008,T2MDEW,2008,JAN,2.69,1/1/2008,PRECTOTCORR,2008,JAN,0,1/1/2008,PRECTOTCORR_SUM,2008,JAN,0,1/1/2008,WS2M,2008,JAN,2.8,1/1/2008,RH2M,2008,JAN,31.12,1/1/2008,QV2M,2008,JAN,4.88,1/1/2008,T2M,2008,JAN,21.79,1/1/2008,WS10M,2008,JAN,4.19,1/1/2008
217,PS,2008,FEB,98.8,2/1/2008,T2MDEW,2008,FEB,0.15,2/1/2008,PRECTOTCORR,2008,FEB,0,2/1/2008,PRECTOTCORR_SUM,2008,FEB,0,2/1/2008,WS2M,2008,FEB,2.91,2/1/2008,RH2M,2008,FEB,21.69,2/1/2008,QV2M,2008,FEB,3.97,2/1/2008,T2M,2008,FEB,25.11,2/1/2008,WS10M,2008,FEB,4.31,2/1/2008
218,PS,2008,MAR,98.39,3/1/2008,T2MDEW,2008,MAR,5.54,3/1/2008,PRECTOTCORR,2008,MAR,0,3/1/2008,PRECTOTCORR_SUM,2008,MAR,0,3/1/2008,WS2M,2008,MAR,2.12,3/1/2008,RH2M,2008,MAR,24.75,3/1/2008,QV2M,2008,MAR,6.53,3/1/2008,T2M,2008,MAR,30.8,3/1/2008,WS10M,2008,MAR,3.15,3/1/2008
219,PS,2008,APR,98.33,4/1/2008,T2MDEW,2008,APR,11.32,4/1/2008,PRECTOTCORR,2008,APR,0,4/1/2008,PRECTOTCORR_SUM,2008,APR,15.82,4/1/2008,WS2M,2008,APR,2.17,4/1/2008,RH2M,2008,APR,33.06,4/1/2008,QV2M,2008,APR,9.7,4/1/2008,T2M,2008,APR,32.32,4/1/2008,WS10M,2008,APR,3.11,4/1/2008
220,PS,2008,MAY,98.47,5/1/2008,T2MDEW,2008,MAY,19.21,5/1/2008,PRECTOTCORR,2008,MAY,0,5/1/2008,PRECTOTCORR_SUM,2008,MAY,15.82,5/1/2008,WS2M,2008,MAY,2.43,5/1/2008,RH2M,2008,MAY,48.88,5/1/2008,QV2M,2008,MAY,14.28,5/1/2008,T2M,2008,MAY,32.3,5/1/2008,WS10M,2008,MAY,3.43,5/1/2008
221,PS,2008,JUN,98.66,6/1/2008,T2MDEW,2008,JUN,20.95,6/1/2008,PRECTOTCORR,2008,JUN,5.27,6/1/2008,PRECTOTCORR_SUM,2008,JUN,105.47,6/1/2008,WS2M,2008,JUN,2.16,6/1/2008,RH2M,2008,JUN,61.25,6/1/2008,QV2M,2008,JUN,15.87,6/1/2008,T2M,2008,JUN,30.15,6/1/2008,WS10M,2008,JUN,3.12,6/1/2008
222,PS,2008,JUL,98.81,7/1/2008,T2MDEW,2008,JUL,21.98,7/1/2008,PRECTOTCORR,2008,JUL,5.27,7/1/2008,PRECTOTCORR_SUM,2008,JUL,110.74,7/1/2008,WS2M,2008,JUL,1.8,7/1/2008,RH2M,2008,JUL,75.38,7/1/2008,QV2M,2008,JUL,16.78,7/1/2008,T2M,2008,JUL,27.1,7/1/2008,WS10M,2008,JUL,2.77,7/1/2008
223,PS,2008,AUG,98.71,8/1/2008,T2MDEW,2008,AUG,22.37,8/1/2008,PRECTOTCORR,2008,AUG,5.27,8/1/2008,PRECTOTCORR_SUM,2008,AUG,242.58,8/1/2008,WS2M,2008,AUG,1.48,8/1/2008,RH2M,2008,AUG,80.62,8/1/2008,QV2M,2008,AUG,17.21,8/1/2008,T2M,2008,AUG,26.25,8/1/2008,WS10M,2008,AUG,2.36,8/1/2008
224,PS,2008,SEP,98.79,9/1/2008,T2MDEW,2008,SEP,23.04,9/1/2008,PRECTOTCORR,2008,SEP,5.27,9/1/2008,PRECTOTCORR_SUM,2008,SEP,179.3,9/1/2008,WS2M,2008,SEP,1.18,9/1/2008,RH2M,2008,SEP,82.75,9/1/2008,QV2M,2008,SEP,17.94,9/1/2008,T2M,2008,SEP,26.38,9/1/2008,WS10M,2008,SEP,1.95,9/1/2008
225,PS,2008,OCT,98.74,10/1/2008,T2MDEW,2008,OCT,20.24,10/1/2008,PRECTOTCORR,2008,OCT,0,10/1/2008,PRECTOTCORR_SUM,2008,OCT,31.64,10/1/2008,WS2M,2008,OCT,1.33,10/1/2008,RH2M,2008,OCT,69.69,10/1/2008,QV2M,2008,OCT,15.38,10/1/2008,T2M,2008,OCT,27.07,10/1/2008,WS10M,2008,OCT,2.2,10/1/2008
226,PS,2008,NOV,98.7,11/1/2008,T2MDEW,2008,NOV,11.48,11/1/2008,PRECTOTCORR,2008,NOV,0,11/1/2008,PRECTOTCORR_SUM,2008,NOV,0,11/1/2008,WS2M,2008,NOV,1.66,11/1/2008,RH2M,2008,NOV,44.5,11/1/2008,QV2M,2008,NOV,8.79,11/1/2008,T2M,2008,NOV,26.12,11/1/2008,WS10M,2008,NOV,2.68,11/1/2008
227,PS,2008,DEC,98.68,12/1/2008,T2MDEW,2008,DEC,8.87,12/1/2008,PRECTOTCORR,2008,DEC,0,12/1/2008,PRECTOTCORR_SUM,2008,DEC,0,12/1/2008,WS2M,2008,DEC,2.02,12/1/2008,RH2M,2008,DEC,39.19,12/1/2008,QV2M,2008,DEC,7.51,12/1/2008,T2M,2008,DEC,25.38,12/1/2008,WS10M,2008,DEC,3.2,12/1/2008
228,PS,2009,JAN,98.7,1/1/2009,T2MDEW,2009,JAN,5.2,1/1/2009,PRECTOTCORR,2009,JAN,0,1/1/2009,PRECTOTCORR_SUM,2009,JAN,0,1/1/2009,WS2M,2009,JAN,1.95,1/1/2009,RH2M,2009,JAN,28.62,1/1/2009,QV2M,2009,JAN,5.86,1/1/2009,T2M,2009,JAN,26.4,1/1/2009,WS10M,2009,JAN,2.96,1/1/2009
229,PS,2009,FEB,98.5,2/1/2009,T2MDEW,2009,FEB,6.14,2/1/2009,PRECTOTCORR,2009,FEB,0,2/1/2009,PRECTOTCORR_SUM,2009,FEB,0,2/1/2009,WS2M,2009,FEB,2.08,2/1/2009,RH2M,2009,FEB,27.44,2/1/2009,QV2M,2009,FEB,6.35,2/1/2009,T2M,2009,FEB,28.91,2/1/2009,WS10M,2009,FEB,3.16,2/1/2009
230,PS,2009,MAR,98.39,3/1/2009,T2MDEW,2009,MAR,6.23,3/1/2009,PRECTOTCORR,2009,MAR,0,3/1/2009,PRECTOTCORR_SUM,2009,MAR,0,3/1/2009,WS2M,2009,MAR,2.25,3/1/2009,RH2M,2009,MAR,24.38,3/1/2009,QV2M,2009,MAR,6.65,3/1/2009,T2M,2009,MAR,31.4,3/1/2009,WS10M,2009,MAR,3.29,3/1/2009
231,PS,2009,APR,98.43,4/1/2009,T2MDEW,2009,APR,17.24,4/1/2009,PRECTOTCORR,2009,APR,0,4/1/2009,PRECTOTCORR_SUM,2009,APR,0,4/1/2009,WS2M,2009,APR,2.56,4/1/2009,RH2M,2009,APR,42.81,4/1/2009,QV2M,2009,APR,13.12,4/1/2009,T2M,2009,APR,33.15,4/1/2009,WS10M,2009,APR,3.53,4/1/2009
232,PS,2009,MAY,98.51,5/1/2009,T2MDEW,2009,MAY,20.3,5/1/2009,PRECTOTCORR,2009,MAY,0,5/1/2009,PRECTOTCORR_SUM,2009,MAY,5.27,5/1/2009,WS2M,2009,MAY,2.37,5/1/2009,RH2M,2009,MAY,53.44,5/1/2009,QV2M,2009,MAY,15.26,5/1/2009,T2M,2009,MAY,31.83,5/1/2009,WS10M,2009,MAY,3.3,5/1/2009
233,PS,2009,JUN,98.73,6/1/2009,T2MDEW,2009,JUN,21.32,6/1/2009,PRECTOTCORR,2009,JUN,5.27,6/1/2009,PRECTOTCORR_SUM,2009,JUN,131.84,6/1/2009,WS2M,2009,JUN,2.15,6/1/2009,RH2M,2009,JUN,64.25,6/1/2009,QV2M,2009,JUN,16.24,6/1/2009,T2M,2009,JUN,29.73,6/1/2009,WS10M,2009,JUN,3.13,6/1/2009
234,PS,2009,JUL,98.82,7/1/2009,T2MDEW,2009,JUL,22.55,7/1/2009,PRECTOTCORR,2009,JUL,5.27,7/1/2009,PRECTOTCORR_SUM,2009,JUL,158.2,7/1/2009,WS2M,2009,JUL,1.79,7/1/2009,RH2M,2009,JUL,77,7/1/2009,QV2M,2009,JUL,17.4,7/1/2009,T2M,2009,JUL,27.3,7/1/2009,WS10M,2009,JUL,2.77,7/1/2009
235,PS,2009,AUG,98.79,8/1/2009,T2MDEW,2009,AUG,23.14,8/1/2009,PRECTOTCORR,2009,AUG,10.55,8/1/2009,PRECTOTCORR_SUM,2009,AUG,258.4,8/1/2009,WS2M,2009,AUG,1.26,8/1/2009,RH2M,2009,AUG,83.75,8/1/2009,QV2M,2009,AUG,18.01,8/1/2009,T2M,2009,AUG,26.27,8/1/2009,WS10M,2009,AUG,2.05,8/1/2009
236,PS,2009,SEP,98.86,9/1/2009,T2MDEW,2009,SEP,23.28,9/1/2009,PRECTOTCORR,2009,SEP,5.27,9/1/2009,PRECTOTCORR_SUM,2009,SEP,147.66,9/1/2009,WS2M,2009,SEP,1.16,9/1/2009,RH2M,2009,SEP,83.44,9/1/2009,QV2M,2009,SEP,18.19,9/1/2009,T2M,2009,SEP,26.51,9/1/2009,WS10M,2009,SEP,1.96,9/1/2009
237,PS,2009,OCT,98.68,10/1/2009,T2MDEW,2009,OCT,22.78,10/1/2009,PRECTOTCORR,2009,OCT,0,10/1/2009,PRECTOTCORR_SUM,2009,OCT,73.83,10/1/2009,WS2M,2009,OCT,1.43,10/1/2009,RH2M,2009,OCT,78.94,10/1/2009,QV2M,2009,OCT,17.64,10/1/2009,T2M,2009,OCT,27.1,10/1/2009,WS10M,2009,OCT,2.32,10/1/2009
238,PS,2009,NOV,98.74,11/1/2009,T2MDEW,2009,NOV,15.12,11/1/2009,PRECTOTCORR,2009,NOV,0,11/1/2009,PRECTOTCORR_SUM,2009,NOV,0,11/1/2009,WS2M,2009,NOV,1.66,11/1/2009,RH2M,2009,NOV,56.94,11/1/2009,QV2M,2009,NOV,11.29,11/1/2009,T2M,2009,NOV,25.3,11/1/2009,WS10M,2009,NOV,2.7,11/1/2009
239,PS,2009,DEC,98.8,12/1/2009,T2MDEW,2009,DEC,8.3,12/1/2009,PRECTOTCORR,2009,DEC,0,12/1/2009,PRECTOTCORR_SUM,2009,DEC,0,12/1/2009,WS2M,2009,DEC,1.91,12/1/2009,RH2M,2009,DEC,40.94,12/1/2009,QV2M,2009,DEC,7.2,12/1/2009,T2M,2009,DEC,24.12,12/1/2009,WS10M,2009,DEC,3.04,12/1/2009
240,PS,2010,JAN,98.78,1/1/2010,T2MDEW,2010,JAN,3.48,1/1/2010,PRECTOTCORR,2010,JAN,0,1/1/2010,PRECTOTCORR_SUM,2010,JAN,0,1/1/2010,WS2M,2010,JAN,2.09,1/1/2010,RH2M,2010,JAN,28.69,1/1/2010,QV2M,2010,JAN,5.07,1/1/2010,T2M,2010,JAN,24.65,1/1/2010,WS10M,2010,JAN,3.27,1/1/2010
241,PS,2010,FEB,98.58,2/1/2010,T2MDEW,2010,FEB,5.39,2/1/2010,PRECTOTCORR,2010,FEB,0,2/1/2010,PRECTOTCORR_SUM,2010,FEB,0,2/1/2010,WS2M,2010,FEB,1.99,2/1/2010,RH2M,2010,FEB,24.88,2/1/2010,QV2M,2010,FEB,6.16,2/1/2010,T2M,2010,FEB,29.41,2/1/2010,WS10M,2010,FEB,2.95,2/1/2010
242,PS,2010,MAR,98.58,3/1/2010,T2MDEW,2010,MAR,6.26,3/1/2010,PRECTOTCORR,2010,MAR,0,3/1/2010,PRECTOTCORR_SUM,2010,MAR,0,3/1/2010,WS2M,2010,MAR,2.54,3/1/2010,RH2M,2010,MAR,25.38,3/1/2010,QV2M,2010,MAR,7.08,3/1/2010,T2M,2010,MAR,30.8,3/1/2010,WS10M,2010,MAR,3.66,3/1/2010
243,PS,2010,APR,98.42,4/1/2010,T2MDEW,2010,APR,17.32,4/1/2010,PRECTOTCORR,2010,APR,0,4/1/2010,PRECTOTCORR_SUM,2010,APR,0,4/1/2010,WS2M,2010,APR,2.35,4/1/2010,RH2M,2010,APR,42.75,4/1/2010,QV2M,2010,APR,13.18,4/1/2010,T2M,2010,APR,33.03,4/1/2010,WS10M,2010,APR,3.31,4/1/2010
244,PS,2010,MAY,98.55,5/1/2010,T2MDEW,2010,MAY,22.93,5/1/2010,PRECTOTCORR,2010,MAY,5.27,5/1/2010,PRECTOTCORR_SUM,2010,MAY,105.47,5/1/2010,WS2M,2010,MAY,2.39,5/1/2010,RH2M,2010,MAY,66.56,5/1/2010,QV2M,2010,MAY,17.88,5/1/2010,T2M,2010,MAY,30.45,5/1/2010,WS10M,2010,MAY,3.38,5/1/2010
245,PS,2010,JUN,98.79,6/1/2010,T2MDEW,2010,JUN,22.94,6/1/2010,PRECTOTCORR,2010,JUN,5.27,6/1/2010,PRECTOTCORR_SUM,2010,JUN,152.93,6/1/2010,WS2M,2010,JUN,2.01,6/1/2010,RH2M,2010,JUN,73.81,6/1/2010,QV2M,2010,JUN,17.82,6/1/2010,T2M,2010,JUN,28.5,6/1/2010,WS10M,2010,JUN,2.98,6/1/2010
